[rosmaster.main][INFO] 2024-12-08 18:41:17,537: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-12-08 18:41:17,537: Starting ROS Master Node
[rosmaster.master][INFO] 2024-12-08 18:41:19,700: +PARAM [/rtabmap/rgbd_odometry/Kp/ByteToFloat] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,701: +PARAM [/rtabmap/rgbd_odometry/ORB/EdgeThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,702: +PARAM [/rtabmap/rgbd_odometry/ORB/FirstLevel] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,702: +PARAM [/rtabmap/rgbd_odometry/ORB/Gpu] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,703: +PARAM [/rtabmap/rgbd_odometry/ORB/NLevels] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,703: +PARAM [/rtabmap/rgbd_odometry/ORB/PatchSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,704: +PARAM [/rtabmap/rgbd_odometry/ORB/ScaleFactor] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,705: +PARAM [/rtabmap/rgbd_odometry/ORB/ScoreType] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,705: +PARAM [/rtabmap/rgbd_odometry/ORB/WTA_K] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,706: +PARAM [/rtabmap/rgbd_odometry/Odom/AlignWithGround] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,707: +PARAM [/rtabmap/rgbd_odometry/Odom/Deskewing] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,707: +PARAM [/rtabmap/rgbd_odometry/Odom/FillInfoData] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,708: +PARAM [/rtabmap/rgbd_odometry/Odom/FilteringStrategy] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,708: +PARAM [/rtabmap/rgbd_odometry/Odom/GuessMotion] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,709: +PARAM [/rtabmap/rgbd_odometry/Odom/GuessSmoothingDelay] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,710: +PARAM [/rtabmap/rgbd_odometry/Odom/Holonomic] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,710: +PARAM [/rtabmap/rgbd_odometry/Odom/ImageBufferSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,711: +PARAM [/rtabmap/rgbd_odometry/Odom/ImageDecimation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,712: +PARAM [/rtabmap/rgbd_odometry/Odom/KalmanMeasurementNoise] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,712: +PARAM [/rtabmap/rgbd_odometry/Odom/KalmanProcessNoise] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,714: +PARAM [/rtabmap/rgbd_odometry/Odom/KeyFrameThr] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,715: +PARAM [/rtabmap/rgbd_odometry/Odom/ParticleLambdaR] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,716: +PARAM [/rtabmap/rgbd_odometry/Odom/ParticleLambdaT] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,716: +PARAM [/rtabmap/rgbd_odometry/Odom/ParticleNoiseR] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,719: +PARAM [/rtabmap/rgbd_odometry/Odom/ParticleNoiseT] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,720: +PARAM [/rtabmap/rgbd_odometry/Odom/ParticleSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,722: +PARAM [/rtabmap/rgbd_odometry/Odom/ResetCountdown] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,724: +PARAM [/rtabmap/rgbd_odometry/Odom/ScanKeyFrameThr] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,725: +PARAM [/rtabmap/rgbd_odometry/Odom/Strategy] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,727: +PARAM [/rtabmap/rgbd_odometry/Odom/VisKeyFrameThr] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,728: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/BundleAdjustment] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,729: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/BundleAdjustmentMaxFrames] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,730: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/MaxNewFeatures] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,731: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/MaxSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,731: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/ScanMaxSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,732: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/ScanRange] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,732: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/ScanSubtractAngle] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,734: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/ScanSubtractRadius] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,736: +PARAM [/rtabmap/rgbd_odometry/OdomF2M/ValidDepthRatio] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,737: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/BucketHeight] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,737: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/BucketWidth] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,738: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/CliqueInlierThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,739: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/FastThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,739: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/FastThresholdAdaptiveGain] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,740: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/FeatureSearchWindow] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,741: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/FeatureWindowSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,742: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/InlierMaxReprojectionError] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,742: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/MaxKeypointsPerBucket] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,743: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/MaxMeanReprojectionError] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,744: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/MaxPyramidLevel] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,745: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/MinFeaturesForEstimate] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,745: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/MinPyramidLevel] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,746: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/StereoMaxDisparity] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,747: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/StereoMaxDistEpipolarLine] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,748: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/StereoMaxRefinementDisplacement] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,749: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/StereoRequireMutualMatch] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,750: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/TargetPixelsPerFeature] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,752: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/UpdateTargetFeaturesWithRefined] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,753: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/UseAdaptiveThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,754: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/UseBucketing] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,754: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/UseHomographyInitialization] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,755: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/UseImageNormalization] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,756: +PARAM [/rtabmap/rgbd_odometry/OdomFovis/UseSubpixelRefinement] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,756: +PARAM [/rtabmap/rgbd_odometry/OdomLOAM/AngVar] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,757: +PARAM [/rtabmap/rgbd_odometry/OdomLOAM/LinVar] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,758: +PARAM [/rtabmap/rgbd_odometry/OdomLOAM/LocalMapping] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,759: +PARAM [/rtabmap/rgbd_odometry/OdomLOAM/Resolution] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,759: +PARAM [/rtabmap/rgbd_odometry/OdomLOAM/ScanPeriod] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,760: +PARAM [/rtabmap/rgbd_odometry/OdomLOAM/Sensor] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,761: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/FastThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,761: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/GridCol] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,762: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/GridMaxFeatureNum] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,763: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/GridMinFeatureNum] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,764: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/GridRow] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,764: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/InitCovAccBias] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,765: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/InitCovExRot] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,766: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/InitCovExTrans] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,767: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/InitCovGyroBias] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,768: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/InitCovVel] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,769: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/MaxCamStateSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,770: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/MaxIteration] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,771: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/NoiseAcc] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,773: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/NoiseAccBias] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,774: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/NoiseFeature] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,775: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/NoiseGyro] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,776: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/NoiseGyroBias] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,777: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/OptTranslationThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,777: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/PatchSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,778: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/PositionStdThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,779: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/PyramidLevels] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,780: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/RansacThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,781: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/RotationThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,781: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/StereoThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,784: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/TrackPrecision] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,785: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/TrackingRateThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,785: +PARAM [/rtabmap/rgbd_odometry/OdomMSCKF/TranslationThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,786: +PARAM [/rtabmap/rgbd_odometry/OdomMono/InitMinFlow] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,787: +PARAM [/rtabmap/rgbd_odometry/OdomMono/InitMinTranslation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,788: +PARAM [/rtabmap/rgbd_odometry/OdomMono/MaxVariance] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,789: +PARAM [/rtabmap/rgbd_odometry/OdomMono/MinTranslation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,790: +PARAM [/rtabmap/rgbd_odometry/OdomOKVIS/ConfigPath] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,791: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/AccNoise] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,792: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/AccWalk] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,792: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/Bf] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,793: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/Fps] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,794: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/GyroNoise] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,795: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/GyroWalk] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,796: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/Inertial] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,797: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/MapSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,797: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/MaxFeatures] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,798: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/SamplingRate] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,799: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/ThDepth] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,801: +PARAM [/rtabmap/rgbd_odometry/OdomORBSLAM/VocPath] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,802: +PARAM [/rtabmap/rgbd_odometry/OdomOpen3D/MaxDepth] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,803: +PARAM [/rtabmap/rgbd_odometry/OdomOpen3D/Method] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,803: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/AccelerometerNoiseDensity] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,805: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/AccelerometerRandomWalk] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,806: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/CalibCamExtrinsics] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,807: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/CalibCamIntrinsics] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,808: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/CalibCamTimeoffset] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,809: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/CalibIMUGSensitivity] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,810: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/CalibIMUIntrinsics] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,811: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/DtSLAMDelay] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,814: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FeatRepMSCKF] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,815: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FeatRepSLAM] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,815: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FiMaxBaseline] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,817: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FiMaxCondNumber] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,818: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FiMaxRuns] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,819: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FiRefineFeatures] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,820: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/FiTriangulate1d] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,821: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/GravityMag] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,822: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/GyroscopeNoiseDensity] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,823: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/GyroscopeRandomWalk] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,823: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynInflationBa] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,824: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynInflationBg] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,826: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynInflationOri] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,827: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynInflationVel] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,829: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynMLEMaxIter] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,829: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynMLEMaxThreads] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,830: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynMLEMaxTime] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,831: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynMLEOptCalib] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,832: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynMinDeg] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,833: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynMinRecCond] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,834: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynNumPose] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,835: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitDynUse] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,836: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitIMUThresh] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,837: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitMaxDisparity] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,838: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitMaxFeatures] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,838: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/InitWindowTime] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,839: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/Integration] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,841: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/LeftMaskPath] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,842: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/MaxClones] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,843: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/MaxMSCKFInUpdate] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,844: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/MaxSLAM] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,844: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/MaxSLAMInUpdate] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,845: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/MinPxDist] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,846: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/NumPts] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,847: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/RightMaskPath] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,848: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/TryZUPT] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,848: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/UpMSCKFChi2Multiplier] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,849: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/UpMSCKFSigmaPx] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,850: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/UpSLAMChi2Multiplier] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,851: +PARAM [/rtabmap/rgbd_odometry/OdomOpenVINS/UpSLAMSigmaPx] by /rtabmap/rgbd_odometry
